x,y,token
5.579736023708195,-2.186671503869716,emma
-4.6917028423236555,-3.699919719417708,by
2.2096231647928954,0.4073907034856793,jane
-3.1912811936115166,-5.136923144702055,volume
1.7877709724071977,3.5786804264725944,i
-0.6056964732509943,-1.8938540375655113,chapter
4.659004646720927,-0.9900472602477048,woodhouse
-3.292745301702359,2.596135503520641,handsome
-1.3610430348273905,5.139696613016266,clever
-3.8421048218743485,-2.515715664418173,and
-1.53446870243469,2.3234846018061495,rich
-3.0627607378450037,-3.788544613059658,with
-2.0523429492643586,-0.22413467821598962,a
-3.2257078637250225,0.5088779563371898,comfortable
1.4225681795772762,-4.25229716913989,home
-1.1667300904094757,3.8390381517171273,happy
-8.274341622057115,3.3243284022090633,disposition
-9.058134832415131,-2.6570745064650385,seemed
-3.1198044016987563,4.372146956510203,to
-5.269003650737198,1.8687326703446128,some
-6.293648110011004,-2.045219113547221,of
-4.2104725841918444,-4.991993280537784,the
0.10191321939418313,1.9076106896609306,best
-6.809456296129779,-2.379926126323312,blessings
-6.272646951923161,1.9622862763189597,existence
-9.696002627083027,1.0238868286753966,had
4.090548464553346,-3.3662627739740376,lived
-1.152407095772368,-5.676650315749181,nearly
4.786446874070311,-3.5675741117957385,twenty
-1.8990167751097693,1.3760628735725962,one
4.763954262161038,-3.6538084070676864,years
-6.503189002323922,-3.990086043939877,in
-1.9366622247991852,4.389086216133829,world
-0.37576248482283026,3.9829522575893805,very
1.3307261232711327,-0.45008099172460686,little
-6.820170204284711,0.1368230799461628,distress
-0.6337069675090139,0.8769481826575981,or
-8.192910451469583,-1.30733470871173,her
-6.997594787087914,4.0397254624874,she
-7.558272826109016,-3.1909559037142605,was
-3.380015821882103,-4.293355697132267,youngest
4.771440188269969,-3.688688722025732,two
-2.4248544964283973,-3.6679964997456267,daughters
-3.888483853581119,2.995126072712692,most
-9.096198036422887,-2.250347024399433,affectionate
-4.632110873564252,-3.252640442468728,indulgent
0.8009918028055119,-2.2941682535840893,father
-6.35363051020706,1.5329281839871751,consequence
-3.1934528102352173,-0.740541164788094,sister
-2.461645228768245,-3.564101615587858,s
-6.0945567890561545,2.573919918730549,marriage
-4.797921068111652,5.059929798797059,been
-2.3770062244995707,-1.039197237564062,mistress
-7.495958188744319,-1.8249605238854667,his
-3.017018924836954,-6.942787743850142,house
-6.230349001149493,-4.9958025038539615,from
-1.193843919961832,-3.31738231802146,early
-7.606626698134486,-4.2728633903503095,period
0.7676121355517047,-2.2849540239258035,mother
-1.7403116398995226,-3.738005940588376,died
-0.7761468095260374,3.7873457729604576,too
-0.53225198607648,5.028792517760476,long
4.68498124224695,-3.68908847699738,ago
-2.6325218909850885,3.0307835853863176,for
0.40738401226924864,4.480243559599943,have
-4.081530492976244,6.004794406701269,more
-4.2006803014087355,6.056439912314131,than
-3.4073422465836263,0.06815360134684749,an
-8.263431879383614,-1.9156806741243129,remembrance
-1.191215489988893,-0.6118406253054267,place
-5.882371270223067,-4.775647225679338,supplied
2.7920749824594338,3.458446836923587,excellent
-1.825348386206458,5.757886980061315,woman
-4.002302445790507,5.956411514399194,as
-3.382114984431285,-1.1420558313280147,governess
-3.4681401934958154,4.823311038853701,who
-5.748096561003564,0.8499692922616275,fallen
-1.463390882430988,-2.6248069815325454,short
-7.8284876472478695,2.125605199958779,affection
-5.286683123548826,-4.796405475526103,sixteen
1.7342764537086952,2.400885175156051,miss_taylor
4.82810139992007,-0.8304179153072221,mr
-5.789064741841672,-0.5770837516781078,family
-4.098987672302664,5.966929938764972,less
-2.553450940201041,5.853689235021296,friend
-1.231040881548666,3.9325331495819063,fond
-1.9362325357508667,-2.6376930316747362,both
-0.051306240558811556,3.4473916786660594,but
-1.4491232183406841,3.0047160098321526,particularly
-5.967144302243001,-1.3102357471740382,between
-0.11720229752413551,3.585541534046956,it
-7.124481984193769,-1.4518758069723945,intimacy
-2.357216979299084,-3.8454612340824754,sisters
-5.036890059335192,1.6657927366510181,even
0.8707648017742727,-2.7321888204044757,before
-1.8858023921574718,-4.606826360456788,ceased
-0.3313038250889334,2.210169978635276,hold
-1.5949276100493759,0.6462501409773576,office
-5.0861428781279745,-1.329803030575105,mildness
-8.311378212819776,3.3871026426263757,temper
0.8959139222093792,4.5674199604277845,hardly
-4.539595320506335,4.440086422508867,allowed
-5.795431720241419,3.949381537760133,any
-6.039532627430665,-2.065881923692131,restraint
-1.8850633548289737,3.4879084090742776,authority
-3.1626279849307855,4.236430223240926,being
-0.7741372919615155,2.3739801278828745,now
-2.5064260443825774,-7.643329755973884,passed
0.31802554891336093,-5.422300572848705,away
-2.408218405884217,-7.72609394760443,they
-7.408196788846275,2.3293297844259357,living
-1.5826322928171033,-6.263840201337194,together
-0.31373725564049404,5.389306903073472,attached
-1.6749880311059433,4.739831822357674,doing
1.9083043698305684,-0.07224964698725495,just
0.9051278542701681,4.718445327725876,what
-1.2821839331817717,4.20977778749579,liked
-2.3927435832700676,5.1606279783740465,highly
-7.280612535977781,2.5074539959838362,judgment
-0.5974997739761473,-1.2763191180553302,directed
-4.688383516672096,-6.067919093630997,chiefly
-7.134082486098192,2.7190045363840856,own
-8.13594781312356,0.907841811075521,real
-6.880995946756147,-2.8634628522995196,evils
2.3238982282655942,2.4509938208194346,indeed
-7.406048144182426,2.515760524702627,situation
-3.810962029538796,-7.106279836201774,were
-4.077503036223145,4.257379493234327,power
-2.906519537095893,3.7106688490594886,having
-4.541264527601759,3.129704280676036,rather
-3.5674547017785527,6.113891435011258,much
1.2744319938152802,-1.6906086492226222,way
